,Team,Opponent,Date,Result,Bowling,O,M,R,W,NB,WD,E/R
3,Portugal,Romania,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Md Siraj Nipo,2,0,25,0,0,0,12.50
4,Portugal,Romania,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Amandeep Singh,2,0,28,1,0,3,14
5,Portugal,Romania,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Miguel Stoman,1,0,12,0,0,1,12
0,Romania,Portugal,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Junaid Khan,2,0,14,4,0,4,7
1,Romania,Portugal,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Najjam Shahzad (c),1,0,12,1,0,0,12
2,Romania,Portugal,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Imran Khan,1,0,6,2,0,2,6
3,Romania,Portugal,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Md Siraj Nipo,2,0,25,0,0,0,12.50
4,Romania,Portugal,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Amandeep Singh,2,0,28,1,0,3,14
5,Romania,Portugal,| Thursday 23rd September | 11:00,Portugal beat Romania by 63 runs,Miguel Stoman,1,0,12,0,0,1,12
0,Austria,Hungary,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Aqib Iqbal,2,0,23,1,0,3,11.50
1,Austria,Hungary,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Sahel Zadran,2,0,20,0,0,0,10
2,Austria,Hungary,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Umair Tariq,2,0,20,2,0,3,10
3,Austria,Hungary,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Shahil Momin,2,0,23,1,0,2,11.50
4,Austria,Hungary,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Mark Simpson-Parker,1,0,24,2,1,0,24
5,Austria,Hungary,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Zeeshan Goraya,1,0,12,0,0,0,12
0,Hungary,Austria,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Aqib Iqbal,2,0,23,1,0,3,11.50
1,Hungary,Austria,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Sahel Zadran,2,0,20,0,0,0,10
2,Hungary,Austria,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Umair Tariq,2,0,20,2,0,3,10
3,Hungary,Austria,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Shahil Momin,2,0,23,1,0,2,11.50
4,Hungary,Austria,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Mark Simpson-Parker,1,0,24,2,1,0,24
5,Hungary,Austria,| Thursday 23rd September | 09:00,Austria beat Hungary by 3 runs,Zeeshan Goraya,1,0,12,0,0,0,12
0,Portugal,Netherlands XI,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Junaid Khan,2,0,19,1,0,1,9.50
1,Portugal,Netherlands XI,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Najjam Shahzad (c),2,0,12,1,0,1,6
2,Portugal,Netherlands XI,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Imran Khan,2,0,23,2,0,2,11.50
3,Portugal,Netherlands XI,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Md Siraj Nipo,2,0,12,0,0,2,6
4,Portugal,Netherlands XI,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Amandeep Singh,1,0,24,0,0,3,24
5,Portugal,Netherlands XI,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Amir Zaib,1,0,4,2,0,0,4
0,Netherlands XI,Portugal,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Junaid Khan,2,0,19,1,0,1,9.50
1,Netherlands XI,Portugal,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Najjam Shahzad (c),2,0,12,1,0,1,6
2,Netherlands XI,Portugal,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Imran Khan,2,0,23,2,0,2,11.50
3,Netherlands XI,Portugal,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Md Siraj Nipo,2,0,12,0,0,2,6
4,Netherlands XI,Portugal,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Amandeep Singh,1,0,24,0,0,3,24
5,Netherlands XI,Portugal,| Thursday 23rd September | 07:00,Portugal beat Netherlands XI by 28 runs,Amir Zaib,1,0,4,2,0,0,4
0,Romania,Portugal,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Dharmendra Manani,2,0,12,1,0,3,6
1,Romania,Portugal,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Rajesh Kumar,1,0,8,0,0,0,8
2,Romania,Portugal,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Sami Ullah,1,0,19,0,0,2,19
3,Romania,Portugal,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Vasu Saini,2,0,11,2,0,0,5.50
4,Romania,Portugal,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Aftab Kayani,2,0,16,2,0,1,8
5,Romania,Portugal,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Ijaz Hussain,2,0,19,0,1,0,9.50
0,Portugal,Romania,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Dharmendra Manani,2,0,12,1,0,3,6
1,Portugal,Romania,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Rajesh Kumar,1,0,8,0,0,0,8
2,Portugal,Romania,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Sami Ullah,1,0,19,0,0,2,19
3,Portugal,Romania,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Vasu Saini,2,0,11,2,0,0,5.50
4,Portugal,Romania,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Aftab Kayani,2,0,16,2,0,1,8
5,Portugal,Romania,| Wednesday 22nd September | 15:00,Romania beat Portugal by 28 runs,Ijaz Hussain,2,0,19,0,1,0,9.50
0,Hungary,Netherlands XI,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Sandeep Mohandas,2,0,25,3,0,1,12.50
1,Hungary,Netherlands XI,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Harsh Mandhyan,2,0,21,2,0,0,10.50
2,Hungary,Netherlands XI,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Abhishek Kheterpal,2,0,20,2,0,0,10
3,Hungary,Netherlands XI,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Salman Khan,2,0,20,0,1,0,10
4,Hungary,Netherlands XI,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Ali Yalmaz,1.4,0,21,0,0,0,12.60
0,Netherlands XI,Hungary,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Sandeep Mohandas,2,0,25,3,0,1,12.50
1,Netherlands XI,Hungary,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Harsh Mandhyan,2,0,21,2,0,0,10.50
2,Netherlands XI,Hungary,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Abhishek Kheterpal,2,0,20,2,0,0,10
3,Netherlands XI,Hungary,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Salman Khan,2,0,20,0,1,0,10
4,Netherlands XI,Hungary,| Wednesday 22nd September | 13:00,Netherlands XI beat Hungary by 3 wickets,Ali Yalmaz,1.4,0,21,0,0,0,12.60
0,Portugal,Austria,| Wednesday 22nd September | 11:00,Austria beat Portugal by 7 wickets,Junaid Khan,1,0,9,1,0,0,9
1,Portugal,Austria,| Wednesday 22nd September | 11:00,Austria beat Portugal by 7 wickets,Najjam Shahzad (c),2,0,15,1,0,0,7.50
2,Portugal,Austria,| Wednesday 22nd September | 11:00,Austria beat Portugal by 7 wickets,Md Siraj Nipo,2,0,20,1,0,0,10
3,Portugal,Austria,| Wednesday 22nd September | 11:00,Austria beat Portugal by 7 wickets,Amir Zaib,1,0,30,0,0,0,30
0,Austria,Portugal,| Wednesday 22nd September | 11:00,Austria beat Portugal by 7 wickets,Junaid Khan,1,0,9,1,0,0,9
1,Austria,Portugal,| Wednesday 22nd September | 11:00,Austria beat Portugal by 7 wickets,Najjam Shahzad (c),2,0,15,1,0,0,7.50
2,Austria,Portugal,| Wednesday 22nd September | 11:00,Austria beat Portugal by 7 wickets,Md Siraj Nipo,2,0,20,1,0,0,10
3,Austria,Portugal,| Wednesday 22nd September | 11:00,Austria beat Portugal by 7 wickets,Amir Zaib,1,0,30,0,0,0,30
0,Romania,Hungary,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Dharmendra Manani,2,0,7,3,0,2,3.50
1,Romania,Hungary,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Rajesh Kumar,2,0,27,1,0,1,13.50
2,Romania,Hungary,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Taranjeet Singh,2,0,27,0,0,0,13.50
3,Romania,Hungary,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Ijaz Hussain,2,0,21,1,0,0,10.50
4,Romania,Hungary,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Sami Ullah,1,0,11,0,0,0,11
5,Romania,Hungary,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Aftab Kayani,0.1,0,1,0,0,0,6
0,Hungary,Romania,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Dharmendra Manani,2,0,7,3,0,2,3.50
1,Hungary,Romania,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Rajesh Kumar,2,0,27,1,0,1,13.50
2,Hungary,Romania,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Taranjeet Singh,2,0,27,0,0,0,13.50
3,Hungary,Romania,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Ijaz Hussain,2,0,21,1,0,0,10.50
4,Hungary,Romania,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Sami Ullah,1,0,11,0,0,0,11
5,Hungary,Romania,| Wednesday 22nd September | 09:00,Hungary beat Romania by 4 wickets,Aftab Kayani,0.1,0,1,0,0,0,6
0,Netherlands XI,Austria,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Viv Kingma,1,0,8,0,0,0,8
1,Netherlands XI,Austria,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Ryan Klein,2,0,14,3,0,0,7
2,Netherlands XI,Austria,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Julian De Mey,2,0,11,1,0,2,5.50
3,Netherlands XI,Austria,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Clayton Floyd,2,0,9,1,0,0,4.50
4,Netherlands XI,Austria,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Niels Etman,2,0,14,3,0,0,7
5,Netherlands XI,Austria,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Sebastiaan Braat (c),1,0,6,1,0,0,6
0,Austria,Netherlands XI,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Viv Kingma,1,0,8,0,0,0,8
1,Austria,Netherlands XI,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Ryan Klein,2,0,14,3,0,0,7
2,Austria,Netherlands XI,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Julian De Mey,2,0,11,1,0,2,5.50
3,Austria,Netherlands XI,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Clayton Floyd,2,0,9,1,0,0,4.50
4,Austria,Netherlands XI,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Niels Etman,2,0,14,3,0,0,7
5,Austria,Netherlands XI,| Wednesday 22nd September | 07:00,Netherlands XI beat Austria by 90 runs,Sebastiaan Braat (c),1,0,6,1,0,0,6
0,Netherlands XI,Romania,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Viv Kingma,2,0,19,1,2,1,9.50
1,Netherlands XI,Romania,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Ryan Klein,2,0,30,0,0,0,15
2,Netherlands XI,Romania,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Julian De Mey,2,0,9,2,0,1,4.50
3,Netherlands XI,Romania,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Niels Etman,2,0,9,2,0,0,4.50
4,Netherlands XI,Romania,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Musa Ahmad,2,0,26,2,0,2,13
0,Romania,Netherlands XI,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Viv Kingma,2,0,19,1,2,1,9.50
1,Romania,Netherlands XI,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Ryan Klein,2,0,30,0,0,0,15
2,Romania,Netherlands XI,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Julian De Mey,2,0,9,2,0,1,4.50
3,Romania,Netherlands XI,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Niels Etman,2,0,9,2,0,0,4.50
4,Romania,Netherlands XI,| Tuesday 21st September | 15:00,Netherlands XI beat Romania by 102 runs,Musa Ahmad,2,0,26,2,0,2,13
0,Portugal,Austria,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Md Siraj Nipo,2,0,19,0,0,0,9.50
1,Portugal,Austria,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Junaid Khan,2,0,28,2,0,3,14
2,Portugal,Austria,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Najjam Shahzad (c),1,0,17,0,0,2,17
3,Portugal,Austria,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Amir Zaib,1,0,19,0,0,0,19
4,Portugal,Austria,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Amandeep Singh,0.2,0,5,0,0,0,15
0,Austria,Portugal,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Md Siraj Nipo,2,0,19,0,0,0,9.50
1,Austria,Portugal,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Junaid Khan,2,0,28,2,0,3,14
2,Austria,Portugal,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Najjam Shahzad (c),1,0,17,0,0,2,17
3,Austria,Portugal,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Amir Zaib,1,0,19,0,0,0,19
4,Austria,Portugal,| Tuesday 21st September | 13:00,Austria beat Portugal by 8 wickets,Amandeep Singh,0.2,0,5,0,0,0,15
0,Romania,Hungary,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Dharmendra Manani,2,0,13,0,0,1,6.50
1,Romania,Hungary,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Rajesh Kumar,2,0,24,0,0,0,12
2,Romania,Hungary,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Taranjeet Singh,1,0,26,0,0,1,26
3,Romania,Hungary,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Vasu Saini,1,0,25,1,1,4,25
4,Romania,Hungary,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Ijaz Hussain,2,0,22,3,0,2,11
5,Romania,Hungary,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Sami Ullah,2,0,17,2,0,3,8.50
0,Hungary,Romania,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Dharmendra Manani,2,0,13,0,0,1,6.50
1,Hungary,Romania,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Rajesh Kumar,2,0,24,0,0,0,12
2,Hungary,Romania,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Taranjeet Singh,1,0,26,0,0,1,26
3,Hungary,Romania,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Vasu Saini,1,0,25,1,1,4,25
4,Hungary,Romania,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Ijaz Hussain,2,0,22,3,0,2,11
5,Hungary,Romania,| Tuesday 21st September | 11:00,Romania beat Hungary by 5 runs,Sami Ullah,2,0,17,2,0,3,8.50
0,Netherlands XI,Austria,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Viv Kingma,1,0,2,1,0,0,2
1,Netherlands XI,Austria,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Ryan Klein,2,0,21,3,1,0,10.50
2,Netherlands XI,Austria,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Sebastiaan Braat (c),1,0,17,0,0,0,17
3,Netherlands XI,Austria,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Clayton Floyd,2,0,12,3,0,0,6
4,Netherlands XI,Austria,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Julian De Mey,2,0,22,2,1,2,11
5,Netherlands XI,Austria,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Niels Etman,0.2,0,1,1,0,0,3
0,Austria,Netherlands XI,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Viv Kingma,1,0,2,1,0,0,2
1,Austria,Netherlands XI,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Ryan Klein,2,0,21,3,1,0,10.50
2,Austria,Netherlands XI,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Sebastiaan Braat (c),1,0,17,0,0,0,17
3,Austria,Netherlands XI,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Clayton Floyd,2,0,12,3,0,0,6
4,Austria,Netherlands XI,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Julian De Mey,2,0,22,2,1,2,11
5,Austria,Netherlands XI,| Tuesday 21st September | 09:00,Netherlands XI beat Austria by 58 runs,Niels Etman,0.2,0,1,1,0,0,3
0,Hungary,Portugal,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Harsh Mandhyan,2,0,17,1,0,0,8.50
1,Hungary,Portugal,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Sandeep Mohandas,1,0,12,0,0,0,12
2,Hungary,Portugal,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Abhishek Kheterpal,2,0,10,4,0,0,5
3,Hungary,Portugal,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Salman Khan,2,0,12,3,0,2,6
4,Hungary,Portugal,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Tonmoy Gomes,1,0,13,0,1,0,13
5,Hungary,Portugal,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Asanka Weligamage,1,0,16,1,0,0,16
6,Hungary,Portugal,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Zeeshan Kukikhel,1,0,16,0,0,0,16
0,Portugal,Hungary,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Harsh Mandhyan,2,0,17,1,0,0,8.50
1,Portugal,Hungary,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Sandeep Mohandas,1,0,12,0,0,0,12
2,Portugal,Hungary,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Abhishek Kheterpal,2,0,10,4,0,0,5
3,Portugal,Hungary,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Salman Khan,2,0,12,3,0,2,6
4,Portugal,Hungary,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Tonmoy Gomes,1,0,13,0,1,0,13
5,Portugal,Hungary,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Asanka Weligamage,1,0,16,1,0,0,16
6,Portugal,Hungary,| Tuesday 21st September | 07:00,Hungary beat Portugal by 27 runs,Zeeshan Kukikhel,1,0,16,0,0,0,16
0,Netherlands XI,Portugal,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Vivian Kingma,1,0,5,0,0,1,5
1,Netherlands XI,Portugal,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Ryan Klein,1,0,13,0,1,0,13
2,Netherlands XI,Portugal,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Sebastiaan Braat (c),2,0,16,0,0,0,8
3,Netherlands XI,Portugal,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Clayton Floyd,1,0,15,0,0,0,15
4,Netherlands XI,Portugal,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Niels Etman,2,0,19,2,0,1,9.50
5,Netherlands XI,Portugal,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Julian De Mey,2,0,12,3,0,0,6
6,Netherlands XI,Portugal,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Max Hoornweg,1,0,9,0,0,0,9
0,Portugal,Netherlands XI,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Vivian Kingma,1,0,5,0,0,1,5
1,Portugal,Netherlands XI,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Ryan Klein,1,0,13,0,1,0,13
2,Portugal,Netherlands XI,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Sebastiaan Braat (c),2,0,16,0,0,0,8
3,Portugal,Netherlands XI,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Clayton Floyd,1,0,15,0,0,0,15
4,Portugal,Netherlands XI,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Niels Etman,2,0,19,2,0,1,9.50
5,Portugal,Netherlands XI,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Julian De Mey,2,0,12,3,0,0,6
6,Portugal,Netherlands XI,| Monday 20th September | 15:00,Netherlands XI beat Portugal by 20 runs,Max Hoornweg,1,0,9,0,0,0,9
0,Hungary,Austria,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Harsh Mandhyan,2,0,20,1,0,0,10
1,Hungary,Austria,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Sandeep Mohandas,1,0,14,0,0,0,14
2,Hungary,Austria,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Abhishek Kheterpal,1,0,10,0,0,0,10
3,Hungary,Austria,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Salman Khan,2,0,23,1,0,0,11.50
4,Hungary,Austria,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Zeeshan Kukikhel,2,0,20,1,0,2,10
5,Hungary,Austria,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Ali Yalmaz,0.5,0,11,0,0,0,13.20
0,Austria,Hungary,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Harsh Mandhyan,2,0,20,1,0,0,10
1,Austria,Hungary,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Sandeep Mohandas,1,0,14,0,0,0,14
2,Austria,Hungary,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Abhishek Kheterpal,1,0,10,0,0,0,10
3,Austria,Hungary,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Salman Khan,2,0,23,1,0,0,11.50
4,Austria,Hungary,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Zeeshan Kukikhel,2,0,20,1,0,2,10
5,Austria,Hungary,| Monday 20th September | 13:00,Austria beat Hungary by 7 wickets,Ali Yalmaz,0.5,0,11,0,0,0,13.20
0,Netherlands XI,Romania,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Vivian Kingma,2,0,4,0,0,0,2
1,Netherlands XI,Romania,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Ryan Klein,2,0,25,1,0,0,12.50
2,Netherlands XI,Romania,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Sebastiaan Braat (c),2,0,14,1,0,2,7
3,Netherlands XI,Romania,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Clayton Floyd,2,0,10,3,0,0,5
4,Netherlands XI,Romania,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Julian De Mey,2,0,8,2,0,0,4
0,Romania,Netherlands XI,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Vivian Kingma,2,0,4,0,0,0,2
1,Romania,Netherlands XI,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Ryan Klein,2,0,25,1,0,0,12.50
2,Romania,Netherlands XI,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Sebastiaan Braat (c),2,0,14,1,0,2,7
3,Romania,Netherlands XI,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Clayton Floyd,2,0,10,3,0,0,5
4,Romania,Netherlands XI,| Monday 20th September | 11:00,Netherlands XI beat Romania by 34 runs,Julian De Mey,2,0,8,2,0,0,4
0,Hungary,Portugal,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Harsh Mandhyan,2,0,10,2,0,1,5
1,Hungary,Portugal,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Sandeep Mohandas,1,0,9,0,0,0,9
2,Hungary,Portugal,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Abhishek Kheterpal,2,0,23,1,0,0,11.50
3,Hungary,Portugal,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Salman Khan,2,0,27,2,0,0,13.50
4,Hungary,Portugal,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Zeeshan Kukikhel,2,0,18,2,0,0,9
5,Hungary,Portugal,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Ali Yalmaz,1,0,7,1,0,0,7
0,Portugal,Hungary,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Harsh Mandhyan,2,0,10,2,0,1,5
1,Portugal,Hungary,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Sandeep Mohandas,1,0,9,0,0,0,9
2,Portugal,Hungary,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Abhishek Kheterpal,2,0,23,1,0,0,11.50
3,Portugal,Hungary,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Salman Khan,2,0,27,2,0,0,13.50
4,Portugal,Hungary,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Zeeshan Kukikhel,2,0,18,2,0,0,9
5,Portugal,Hungary,| Monday 20th September | 09:00,Hungary beat Portugal by 35 runs,Ali Yalmaz,1,0,7,1,0,0,7
0,Austria,Romania,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Aqib Iqbal,2,0,20,1,0,2,10
1,Austria,Romania,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Sahel Zadran,2,0,16,1,0,1,8
2,Austria,Romania,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Shahil Momin,1,0,11,1,0,0,11
3,Austria,Romania,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Abdullah Akbarjan,2,0,21,2,0,0,10.50
4,Austria,Romania,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Zabiullah Ibrahimkhel,1,0,16,1,0,1,16
